cgpa,communication_skills,resume_score,coding_score,attendance_placement,placed
5.03,4.4,5.9,3.0,65.5,0
8.8,9.2,2.2,3.4,53.2,0
5.18,3.3,4.4,8.2,75.7,0
8.73,8.6,1.9,1.4,95.5,0
6.01,5.4,6.6,9.9,66.5,1
9.79,5.6,5.0,2.2,91.5,1
6.84,3.8,8.0,8.2,45.0,1
6.63,6.2,3.0,4.6,54.3,0
5.74,3.9,2.5,5.4,46.7,0
6.53,1.4,4.7,8.9,63.0,0
9.38,3.4,9.3,4.7,95.0,1
9.98,1.1,7.4,5.8,50.3,1
6.84,9.8,4.8,1.4,78.4,0
7.24,9.7,5.7,1.0,69.8,0
8.61,4.6,1.8,3.2,96.6,0
9.43,7.6,9.9,7.1,51.7,1
7.97,4.1,7.0,2.1,56.7,0
6.96,7.0,3.6,2.0,46.6,0
7.06,8.2,6.3,4.7,68.9,1
8.48,9.5,2.0,6.8,60.3,1
5.02,4.6,9.7,7.4,92.8,1
8.1,8.0,2.6,2.6,78.3,0
6.78,3.4,6.8,1.7,78.8,0
8.97,9.9,3.2,9.5,74.3,1
5.46,1.2,7.5,3.3,50.1,0
7.94,6.4,8.0,8.7,69.5,1
7.4,6.9,7.1,8.8,100.0,1
8.21,7.2,6.5,8.0,90.9,1
5.32,2.1,9.0,2.5,94.1,0
7.9,9.4,1.7,8.4,90.3,1
7.81,2.6,4.0,7.9,50.7,1
7.8,6.6,3.2,6.4,57.5,1
8.02,3.0,9.9,4.0,45.2,0
8.38,3.8,4.5,3.4,61.7,0
9.02,5.9,7.6,2.1,51.0,0
6.35,4.8,7.2,5.6,71.0,0
9.13,2.4,2.9,6.3,82.2,1
7.49,2.5,3.2,4.2,93.1,0
5.39,4.8,3.5,5.3,86.2,0
5.29,7.8,4.7,4.3,96.6,0
6.67,9.1,3.1,6.8,48.0,1
8.92,1.8,1.2,9.1,45.7,1
8.54,4.5,8.9,2.5,81.4,0
8.94,1.9,9.7,4.4,60.9,1
7.59,1.1,4.1,2.3,58.9,0
7.2,7.0,4.0,6.6,63.2,1
5.74,6.4,1.1,7.6,59.8,0
6.64,2.5,7.1,9.4,73.1,1
7.17,3.1,8.4,3.5,69.2,0
5.44,1.2,2.3,9.6,73.2,0
6.1,8.5,2.4,1.6,82.0,0
7.99,9.8,8.1,6.4,66.3,1
8.68,2.2,6.5,1.5,58.8,0
9.99,3.1,1.4,9.0,54.1,1
9.67,8.8,6.6,5.8,64.2,1
8.21,9.3,3.8,7.0,85.8,1
7.11,4.8,4.3,8.5,86.6,1
8.18,1.5,7.9,2.4,81.7,0
8.93,1.4,8.3,1.3,57.9,0
5.59,6.2,4.6,8.9,77.3,1
7.05,4.5,9.5,3.8,76.4,0
9.2,1.3,4.7,2.2,71.6,0
6.92,6.2,7.9,5.2,75.2,1
7.86,1.1,5.4,6.4,72.0,0
7.94,8.1,9.1,1.3,76.1,0
5.92,3.8,9.2,3.5,84.4,0
6.81,1.4,1.8,1.3,51.0,0
6.67,6.3,9.4,4.8,86.2,1
5.13,4.6,8.4,9.1,52.5,1
5.12,9.8,8.1,9.8,48.7,1
9.16,5.9,2.8,6.7,98.7,1
6.37,3.5,8.2,2.5,97.6,0
7.59,7.4,8.7,9.2,48.3,1
6.49,3.4,3.6,5.6,69.4,0
9.7,9.1,9.6,2.4,55.2,1
6.3,4.4,1.4,9.3,71.7,0
7.15,5.9,2.3,7.8,90.7,1
9.36,1.5,5.8,7.6,97.3,1
9.21,4.8,6.2,7.4,79.9,1
5.93,8.5,6.8,2.8,64.5,0
9.01,8.3,1.2,2.9,78.2,0
7.29,3.0,9.6,7.2,62.2,1
7.41,3.0,1.4,3.0,95.0,0
5.67,8.4,2.3,4.9,92.9,0
5.4,9.4,1.1,8.0,75.7,1
8.64,1.9,6.1,8.1,62.9,1
7.48,5.1,9.4,5.1,61.1,1
7.18,4.0,7.0,8.1,46.8,1
8.65,8.8,8.4,8.5,89.9,1
8.83,1.8,1.1,6.9,69.8,0
5.79,2.9,5.9,3.1,62.9,0
8.05,7.8,5.1,3.5,70.9,0
5.68,1.5,5.5,3.8,90.0,0
8.76,5.4,1.6,2.1,51.9,0
8.28,5.0,7.2,3.5,92.2,1
9.78,4.0,5.5,2.9,94.4,1
5.34,4.6,7.9,5.1,97.1,0
5.29,5.8,5.4,9.2,66.9,1
6.41,2.5,2.3,1.9,56.9,0
